payment_id,order_id,payment_date,amount,method
15510,15510,8/22/2024,1389.05,PayPal
15511,15511,8/13/2023,309.48,Credit Card
15512,15512,9/22/2024,912.87,Bank Transfer
15513,15513,9/18/2024,1845.3,PayPal
15514,15514,8/17/2024,2871.36,PayPal
15515,15515,7/19/2024,487.4,PayPal
15516,15516,12/19/2023,1455.92,PayPal
15517,15517,10/26/2024,588,Credit Card
15518,15518,9/26/2024,350.82,PayPal
15519,15519,9/3/2023,3643.28,Bank Transfer
15520,15520,4/11/2023,809.7,PayPal
15521,15521,11/19/2024,2961.8,PayPal
15522,15522,12/6/2023,171.83,Bank Transfer
15523,15523,10/6/2024,1839.15,Bank Transfer
15524,15524,11/26/2024,438.66,PayPal
15525,15525,8/15/2024,1602.64,Credit Card
15526,15526,11/27/2023,212.21,Credit Card
15527,15527,10/26/2024,103.11,PayPal
15528,15528,10/31/2024,584.43,PayPal
15529,15529,3/29/2024,259.8,Bank Transfer
15530,15530,5/7/2024,206.22,PayPal
15531,15531,12/2/2024,438.66,Credit Card
15532,15532,12/4/2024,1753.29,PayPal
15533,15533,4/1/2024,1374.24,PayPal
15534,15534,10/19/2023,118.17,PayPal
15535,15535,12/6/2024,212.26,Credit Card
15536,15536,8/22/2024,2483.95,Credit Card
15537,15537,3/30/2024,161.13,PayPal
15538,15538,9/17/2023,1064.55,PayPal
15539,15539,11/19/2024,1001.46,PayPal
15540,15540,11/9/2024,129.6,Credit Card
15541,15541,6/2/2024,465.36,Bank Transfer
15542,15542,11/12/2023,1070.45,Bank Transfer
15543,15543,1/16/2024,232.1,PayPal
15544,15544,10/31/2024,678.02,Credit Card
15545,15545,4/20/2024,64.8,PayPal
15546,15546,10/8/2024,214.09,Credit Card
15547,15547,3/6/2024,351.51,Bank Transfer
15548,15548,7/19/2024,843.36,Credit Card
15549,15549,7/4/2024,319.04,Credit Card
15550,15550,11/12/2023,206.22,Credit Card
15551,15551,8/13/2024,801.32,Bank Transfer
15552,15552,5/12/2024,3645.4,Credit Card
15553,15553,10/6/2023,300.3,PayPal
15554,15554,10/25/2024,821.64,PayPal
15555,15555,11/7/2024,2682.4,Bank Transfer
15556,15556,4/1/2024,363.98,PayPal
15557,15557,10/26/2024,3690.6,Bank Transfer
15558,15558,8/25/2024,381.81,Credit Card
15559,15559,4/24/2024,1064.55,Bank Transfer
15560,15560,10/25/2023,1839.15,Credit Card
15561,15561,10/13/2024,4790.5,PayPal
15562,15562,5/7/2024,947.52,PayPal
15563,15563,12/3/2024,3778.4,Credit Card
15564,15564,10/5/2024,327.87,Bank Transfer
15565,15565,10/22/2024,2811.2,PayPal
15566,15566,10/5/2023,1171.7,Credit Card
15567,15567,11/16/2024,800.8,PayPal
15568,15568,5/28/2024,1212.84,Credit Card
15569,15569,11/8/2024,796.53,PayPal
15570,15570,5/19/2023,400.4,Credit Card
15571,15571,11/6/2024,921.6,Credit Card
15572,15572,5/1/2023,1437.15,PayPal
15573,15573,8/17/2024,2003.3,PayPal
15574,15574,11/4/2024,618.56,PayPal
15575,15575,10/16/2024,1455.92,PayPal
15576,15576,7/23/2023,200.33,Credit Card
15577,15577,9/6/2024,17.95,Bank Transfer
15578,15578,7/7/2024,361.26,Bank Transfer
15579,15579,4/11/2024,953.36,Credit Card
15580,15580,7/6/2024,515.49,Bank Transfer
15581,15581,3/11/2024,3051.09,Credit Card
15582,15582,7/11/2024,2874.3,Bank Transfer
15583,15583,4/19/2023,1290.6,Credit Card
15584,15584,10/4/2024,97.48,Credit Card
15585,15585,12/1/2024,515.49,PayPal
15586,15586,6/4/2024,232.1,Credit Card
15587,15587,8/18/2024,191.83,PayPal
15588,15588,9/9/2024,433.4,Bank Transfer
15589,15589,12/2/2024,814.38,Bank Transfer
15590,15590,5/22/2024,839.43,PayPal
15591,15591,11/2/2023,337.08,PayPal
15592,15592,8/17/2024,1001.65,Bank Transfer
15593,15593,5/12/2024,842.28,PayPal
15594,15594,9/29/2024,2313.6,Credit Card
15595,15595,10/26/2024,500.9,PayPal
15596,15596,9/10/2024,4311.45,Bank Transfer
15597,15597,10/23/2024,1402.31,Bank Transfer
15598,15598,8/16/2024,373.21,Bank Transfer
15599,15599,1/28/2023,194.81,PayPal
15600,15600,10/29/2024,842.94,Credit Card
15601,15601,11/7/2024,2277.05,Credit Card
15602,15602,8/20/2024,2043.5,PayPal
15603,15603,1/16/2024,2530.08,PayPal
15604,15604,9/24/2024,2122.29,Credit Card
15605,15605,3/27/2024,1327.74,PayPal
15606,15606,11/7/2023,1639.35,Bank Transfer
15607,15607,5/5/2023,876.24,Credit Card
15608,15608,10/6/2024,721.77,Bank Transfer
15609,15609,3/31/2024,2735.8,Bank Transfer
15610,15610,5/3/2023,120.42,PayPal
15611,15611,7/21/2024,636.63,Credit Card
15612,15612,11/17/2024,2494.2,Bank Transfer
15613,15613,11/21/2023,212.21,PayPal
15614,15614,10/7/2024,1263.42,Credit Card
15615,15615,4/5/2023,3658,Bank Transfer
15616,15616,11/7/2024,3353.35,Credit Card
15617,15617,11/16/2024,1171.7,Credit Card
15618,15618,10/8/2024,2043.5,Bank Transfer
15619,15619,1/15/2024,4580.8,PayPal
15620,15620,10/11/2024,191.83,PayPal
15621,15621,9/23/2024,2286.25,Credit Card
15622,15622,11/16/2024,2183.88,Bank Transfer
15623,15623,12/12/2023,43.3,Bank Transfer
15624,15624,1/28/2024,344.16,Bank Transfer
15625,15625,9/13/2024,232.11,Credit Card
15626,15626,7/2/2023,32.4,Credit Card
15627,15627,6/27/2024,526.23,Bank Transfer
15628,15628,10/10/2024,246.75,PayPal
15629,15629,7/1/2023,4580.8,Credit Card
15630,15630,6/21/2023,642.27,Credit Card
15631,15631,8/2/2023,1843.2,Bank Transfer
15632,15632,11/24/2023,1502.19,Bank Transfer
15633,15633,2/26/2024,1127.91,Credit Card
15634,15634,10/1/2024,3390.1,Credit Card
15635,15635,12/5/2024,2986.56,Bank Transfer
15636,15636,10/31/2023,967.47,Credit Card
15637,15637,2/22/2024,202.62,PayPal
15638,15638,5/20/2024,117.52,Bank Transfer
15639,15639,2/4/2024,3508.6,PayPal
15640,15640,8/1/2024,2400.57,Credit Card
15641,15641,5/1/2024,309.48,Bank Transfer
15642,15642,9/21/2024,1697.68,PayPal
15643,15643,6/2/2023,1152,PayPal
15644,15644,2/18/2024,682.74,Bank Transfer
15645,15645,9/20/2024,1124.48,Credit Card
15646,15646,3/6/2024,1634.8,Bank Transfer
15647,15647,1/13/2024,2290.4,PayPal
15648,15648,7/18/2024,266.73,Credit Card
15649,15649,12/3/2024,806.76,Bank Transfer
15650,15650,9/23/2024,489.99,Bank Transfer
15651,15651,9/5/2024,2914.87,PayPal
15652,15652,10/22/2024,3383.73,PayPal
15653,15653,5/25/2024,198.1,Bank Transfer
15654,15654,7/17/2024,1304.1,Bank Transfer
15655,15655,10/8/2024,416.41,Credit Card
15656,15656,2/18/2024,1726.47,PayPal
15657,15657,8/5/2024,2726.7,Bank Transfer
15658,15658,10/29/2024,267.68,Credit Card
15659,15659,11/8/2024,2476.3,Credit Card
15660,15660,5/7/2024,438.12,PayPal
15661,15661,8/10/2023,1374.24,Credit Card
15662,15662,11/10/2023,191.83,Credit Card
15663,15663,7/20/2024,1634.08,Credit Card
15664,15664,10/24/2024,1284.54,PayPal
15665,15665,10/15/2024,2697,Credit Card
15666,15666,1/14/2024,438.12,Credit Card
15667,15667,5/2/2024,245.42,Bank Transfer
15668,15668,10/19/2024,309.33,Bank Transfer
15669,15669,2/10/2024,1819.9,PayPal
15670,15670,1/17/2024,344.16,PayPal
15671,15671,6/25/2024,449.44,Bank Transfer
15672,15672,7/18/2024,2602.8,PayPal
15673,15673,4/3/2024,1107.18,Bank Transfer
15674,15674,12/5/2023,1907.68,Credit Card
15675,15675,3/9/2024,1349.5,PayPal
15676,15676,12/4/2024,100.18,PayPal
15677,15677,7/10/2024,91.91,Credit Card
15678,15678,12/3/2024,892.2,PayPal
15679,15679,8/21/2024,392.9,PayPal
15680,15680,9/5/2023,211.5,PayPal
15681,15681,2/4/2024,1268.48,Bank Transfer
15682,15682,2/26/2024,1503.88,PayPal
15683,15683,4/7/2024,168.85,PayPal
15684,15684,8/16/2024,985.77,Credit Card
15685,15685,8/9/2024,2420.28,Credit Card
15686,15686,11/9/2023,1021.75,Bank Transfer
15687,15687,11/22/2023,832.82,PayPal
15688,15688,11/24/2024,848.84,Credit Card
15689,15689,11/3/2024,118.86,Bank Transfer
15690,15690,11/21/2024,618.56,PayPal
15691,15691,1/23/2024,2657.34,PayPal
15692,15692,11/23/2024,766.71,Bank Transfer
15693,15693,8/19/2024,227.58,PayPal
15694,15694,1/4/2024,890.89,Credit Card
15695,15695,2/16/2024,1212.84,Credit Card
15696,15696,5/16/2024,1934.94,Credit Card
15697,15697,9/15/2024,1363.35,PayPal
15698,15698,1/7/2024,539.8,Credit Card
15699,15699,8/17/2024,163.33,PayPal
15700,15700,8/21/2024,356.58,PayPal
15701,15701,11/4/2024,746.64,Bank Transfer
15702,15702,11/25/2024,3724,Credit Card
15703,15703,2/5/2024,1634.8,Bank Transfer
15704,15704,11/7/2023,1094.32,Credit Card
15705,15705,9/3/2024,653.32,Bank Transfer
15706,15706,7/23/2024,2151,PayPal
15707,15707,8/22/2024,4572.5,Credit Card
15708,15708,12/6/2024,636.35,PayPal
15709,15709,11/12/2024,2971.56,Credit Card
15710,15710,12/6/2024,1138.86,Credit Card
15711,15711,9/22/2024,171.83,Credit Card
15712,15712,7/30/2023,674.75,Bank Transfer
15713,15713,5/18/2024,202.62,Bank Transfer
15714,15714,9/14/2024,349.02,PayPal
15715,15715,4/4/2024,1405.6,PayPal
15716,15716,10/15/2024,1437.15,Credit Card
15717,15717,12/5/2024,171.83,Credit Card
15718,15718,4/3/2024,674.16,PayPal
15719,15719,11/14/2024,1485.78,Credit Card
15720,15720,5/25/2024,324.94,Credit Card
15721,15721,11/10/2024,3664.64,PayPal
15722,15722,3/29/2024,1981.04,PayPal
15723,15723,8/4/2023,985.77,Bank Transfer
15724,15724,3/11/2023,2100.96,Credit Card
15725,15725,8/29/2024,1585.6,PayPal
15726,15726,10/15/2024,100.18,Bank Transfer
15727,15727,11/28/2024,1374.64,Credit Card
15728,15728,8/10/2024,277.34,Bank Transfer
15729,15729,11/18/2024,821.64,Credit Card
15730,15730,10/1/2024,1094.32,Bank Transfer
15731,15731,7/4/2024,309.28,Bank Transfer
15732,15732,6/3/2024,4250.7,PayPal
15733,15733,3/4/2023,2952.48,Credit Card
15734,15734,9/7/2024,2875.74,PayPal
15735,15735,8/26/2024,322.92,Bank Transfer
15736,15736,5/26/2024,4457.9,Bank Transfer
15737,15737,6/22/2024,1777.08,Bank Transfer
15738,15738,10/3/2024,1399.05,PayPal
15739,15739,12/2/2024,109.53,PayPal
15740,15740,9/2/2024,364.54,PayPal
15741,15741,12/4/2023,1232.46,Credit Card
15742,15742,9/14/2024,700.32,Credit Card
15743,15743,6/11/2024,127.27,PayPal
15744,15744,4/10/2024,1300.2,Bank Transfer
15745,15745,12/4/2024,1634.08,Bank Transfer
15746,15746,7/7/2023,3540.64,Credit Card
15747,15747,10/22/2024,2131.92,Bank Transfer
15748,15748,3/22/2024,438.66,Credit Card
15749,15749,6/25/2024,2688.35,Credit Card
15750,15750,6/12/2024,4676.1,Credit Card
15751,15751,5/14/2024,782.46,PayPal
15752,15752,6/17/2024,908.9,PayPal
15753,15753,7/31/2023,820.74,Credit Card
15754,15754,8/31/2024,3007.76,PayPal
15755,15755,1/17/2023,171.83,PayPal
15756,15756,11/20/2024,78.78,Credit Card
15757,15757,2/1/2024,371.36,Credit Card
15758,15758,3/10/2024,127.27,PayPal
15759,15759,11/7/2023,1337.37,PayPal
15760,15760,1/20/2024,3007.76,PayPal
15761,15761,11/23/2024,1783.16,PayPal
15762,15762,6/5/2024,379.62,PayPal
15763,15763,3/3/2024,1451.24,Credit Card
15764,15764,1/3/2024,3193.65,Credit Card
15765,15765,7/27/2024,463.92,PayPal
15766,15766,6/26/2023,158.56,PayPal
15767,15767,12/2/2024,158.56,Bank Transfer
15768,15768,9/5/2024,373.32,Bank Transfer
15769,15769,12/5/2024,13.13,Credit Card
15770,15770,11/29/2024,449.44,Bank Transfer
15771,15771,11/9/2024,1862.3,PayPal
15772,15772,10/28/2024,479.05,PayPal
15773,15773,1/21/2024,958.1,Credit Card
15774,15774,7/26/2023,365.14,Credit Card
15775,15775,11/17/2024,281.12,Credit Card
15776,15776,11/10/2024,4098.69,Bank Transfer
15777,15777,9/20/2024,163.33,Bank Transfer
15778,15778,9/22/2024,322.49,PayPal
15779,15779,4/23/2024,1825.7,PayPal
15780,15780,11/20/2024,888.54,Bank Transfer
15781,15781,8/10/2024,3871.8,Bank Transfer
15782,15782,4/18/2023,404.85,Credit Card
15783,15783,9/20/2024,842.28,Bank Transfer
15784,15784,7/21/2024,109.53,Bank Transfer
15785,15785,9/23/2023,424.52,Bank Transfer
15786,15786,9/5/2024,4208.49,Bank Transfer
15787,15787,3/4/2024,1450.17,Bank Transfer
15788,15788,4/22/2024,282,Credit Card
15789,15789,11/25/2024,1450.17,PayPal
15790,15790,11/17/2024,317.12,PayPal
15791,15791,12/20/2023,1284.54,PayPal
15792,15792,9/15/2024,842.28,Bank Transfer
15793,15793,10/9/2023,65.65,Credit Card
15794,15794,4/29/2024,592.36,Credit Card
15795,15795,1/31/2024,1634.8,Credit Card
15796,15796,4/30/2024,2131.92,Credit Card
15797,15797,12/1/2024,1137.9,PayPal
15798,15798,11/18/2023,300.3,Credit Card
15799,15799,8/25/2024,1745.94,Bank Transfer
15800,15800,10/17/2024,698.04,Credit Card
15801,15801,12/1/2024,1405.6,PayPal
15802,15802,6/29/2024,128.07,PayPal
15803,15803,2/13/2024,539.4,PayPal
15804,15804,11/1/2024,1634.08,Bank Transfer
15805,15805,4/28/2024,146.22,Bank Transfer
15806,15806,8/24/2024,1446,PayPal
15807,15807,1/2/2024,381.81,PayPal
15808,15808,11/9/2024,2778.1,Bank Transfer
15809,15809,12/6/2024,2420.28,Credit Card
15810,15810,12/5/2024,2304.3,Bank Transfer
15811,15811,4/27/2024,2187.24,PayPal
15812,15812,7/26/2023,52.52,Credit Card
15813,15813,11/3/2024,3900.6,PayPal
15814,15814,8/23/2024,2986.56,Credit Card
15815,15815,10/12/2024,495.26,Credit Card
15816,15816,6/18/2024,1280.7,Bank Transfer
15817,15817,3/2/2024,937.36,Credit Card
15818,15818,6/5/2024,2778.1,PayPal
15819,15819,3/14/2024,655.74,PayPal
15820,15820,11/5/2024,1838.64,Bank Transfer
15821,15821,2/13/2024,1247.1,Credit Card
15822,15822,1/30/2024,384.21,Bank Transfer
15823,15823,9/5/2024,381.81,Bank Transfer
15824,15824,3/21/2024,43.3,PayPal
15825,15825,7/19/2023,1600.38,Bank Transfer
15826,15826,8/31/2023,2950.83,Credit Card
15827,15827,11/29/2024,1720.8,PayPal
15828,15828,11/8/2024,1107.18,Credit Card
15829,15829,9/28/2024,2146.14,PayPal
15830,15830,3/7/2024,1184.72,PayPal
15831,15831,1/24/2024,2916.32,PayPal
15832,15832,5/9/2024,70.5,Credit Card
15833,15833,1/4/2024,636.78,PayPal
15834,15834,11/29/2024,1909.89,Bank Transfer
15835,15835,7/12/2024,1043.28,Bank Transfer
15836,15836,6/30/2024,2239.92,Bank Transfer
15837,15837,10/27/2024,2167,Credit Card
15838,15838,10/6/2023,420,Bank Transfer
15839,15839,9/6/2024,352.5,Bank Transfer
15840,15840,7/3/2024,1668.38,PayPal
15841,15841,5/1/2023,1613.52,Credit Card
15842,15842,9/23/2023,318.39,Credit Card
15843,15843,10/16/2024,1184.4,Credit Card
15844,15844,10/24/2023,1210.14,PayPal
15845,15845,2/14/2024,1695.05,PayPal
15846,15846,10/14/2024,820.19,Credit Card
15847,15847,12/1/2024,1277.99,Bank Transfer
15848,15848,7/25/2024,182.57,PayPal
15849,15849,8/13/2024,2228.95,Credit Card
15850,15850,5/30/2024,235.04,Credit Card
15851,15851,10/8/2023,1138.86,Credit Card
15852,15852,11/29/2024,2140.9,Bank Transfer
15853,15853,12/6/2024,547.65,Bank Transfer
15854,15854,10/24/2024,4012.11,Bank Transfer
15855,15855,10/29/2024,674.75,PayPal
15856,15856,6/24/2024,600.99,Credit Card
15857,15857,11/13/2024,1107.18,Bank Transfer
15858,15858,11/8/2024,238.46,Credit Card
15859,15859,11/12/2024,3733.2,PayPal
15860,15860,1/25/2024,430.2,Credit Card
15861,15861,4/1/2024,33.77,Bank Transfer
15862,15862,8/10/2024,86.6,PayPal
15863,15863,1/15/2024,216.5,Bank Transfer
15864,15864,6/6/2024,1783.16,Bank Transfer
15865,15865,6/1/2024,885.16,Credit Card
15866,15866,7/2/2023,29.38,PayPal
15867,15867,4/18/2024,234.34,Credit Card
15868,15868,12/22/2023,2539.67,Bank Transfer
15869,15869,3/17/2024,122.71,PayPal
15870,15870,10/24/2023,4952.6,Credit Card
15871,15871,11/4/2024,628.64,PayPal
15872,15872,10/20/2024,120.42,PayPal
15873,15873,10/12/2024,858.97,PayPal
15874,15874,7/21/2024,2238.48,PayPal
15875,15875,11/22/2024,117.17,Credit Card
15876,15876,8/15/2024,1167.2,PayPal
15877,15877,7/29/2024,1916.2,Bank Transfer
15878,15878,12/30/2023,236.88,Credit Card
15879,15879,11/28/2024,1210.14,Bank Transfer
15880,15880,6/17/2024,530.65,Credit Card
15881,15881,3/31/2023,595.84,Bank Transfer
15882,15882,12/14/2023,2003.3,Bank Transfer
15883,15883,8/13/2024,1289.96,Bank Transfer
15884,15884,12/26/2023,1382.4,Credit Card
15885,15885,7/20/2024,35.25,Bank Transfer
15886,15886,11/20/2024,3790.26,PayPal
15887,15887,11/22/2024,230.4,PayPal
15888,15888,6/17/2024,2239.26,Credit Card
15889,15889,11/3/2024,1862,PayPal
15890,15890,5/8/2024,502.77,Credit Card
15891,15891,7/31/2024,730.28,Credit Card
15892,15892,6/29/2024,1089.84,Credit Card
15893,15893,11/24/2024,1052.46,PayPal
15894,15894,11/7/2024,282,PayPal
15895,15895,5/5/2024,2286.25,Credit Card
15896,15896,4/20/2023,389.62,Bank Transfer
15897,15897,7/25/2024,2034.06,Bank Transfer
15898,15898,8/23/2024,317.12,Bank Transfer
15899,15899,11/6/2024,2427.3,Credit Card
15900,15900,11/7/2024,91.32,Credit Card
15901,15901,12/4/2023,670.36,Bank Transfer
15902,15902,11/10/2024,1191.7,Credit Card
15903,15903,11/29/2024,1088.43,Bank Transfer
15904,15904,12/20/2023,1391.76,PayPal
15905,15905,9/8/2024,2452.14,Credit Card
15906,15906,9/14/2024,476.92,PayPal
15907,15907,4/5/2024,600.6,Credit Card
15908,15908,2/9/2024,67.54,Bank Transfer
15909,15909,6/25/2023,386.85,PayPal
15910,15910,6/12/2024,930.72,Credit Card
15911,15911,1/10/2024,1156.8,Credit Card
15912,15912,11/26/2023,2384.6,Credit Card
15913,15913,11/4/2024,396.2,Credit Card
15914,15914,7/28/2024,109.53,Credit Card
15915,15915,2/8/2024,1382.4,PayPal
15916,15916,11/23/2024,438.12,Bank Transfer
15917,15917,8/17/2024,235.04,Bank Transfer
15918,15918,10/15/2023,337.7,PayPal
15919,15919,5/26/2024,3732.1,Credit Card
15920,15920,11/2/2023,131.3,PayPal
15921,15921,8/27/2024,97.48,PayPal
15922,15922,8/17/2024,618.66,Bank Transfer
15923,15923,7/24/2024,1201.98,Credit Card
15924,15924,9/21/2024,3234.24,Credit Card
15925,15925,11/8/2024,1127.91,Credit Card
15926,15926,7/24/2024,264.42,Credit Card
15927,15927,4/12/2024,1237.12,Credit Card
15928,15928,7/7/2024,3353.35,Bank Transfer
15929,15929,7/14/2024,696.33,Credit Card
15930,15930,9/24/2024,773.2,Credit Card
15931,15931,9/26/2024,808.56,PayPal
15932,15932,11/30/2023,3747.69,Bank Transfer
15933,15933,10/6/2024,595.84,Bank Transfer
15934,15934,12/2/2024,1430.45,Credit Card
15935,15935,10/25/2024,1437.15,PayPal
15936,15936,11/16/2024,3265.29,Credit Card
15937,15937,6/26/2024,1363.35,Credit Card
15938,15938,10/14/2024,91.91,Credit Card
15939,15939,12/21/2023,725.62,Bank Transfer
15940,15940,9/2/2024,455.16,Bank Transfer
15941,15941,7/16/2024,319.62,PayPal
15942,15942,11/20/2024,404.85,PayPal
15943,15943,8/5/2024,232.1,Credit Card
15944,15944,9/26/2024,1419.4,Credit Card
15945,15945,7/23/2023,216.5,Credit Card
15946,15946,12/6/2024,70.5,Bank Transfer
15947,15947,7/3/2024,2735.8,Credit Card
15948,15948,9/26/2024,365.14,Bank Transfer
15949,15949,11/27/2024,910.32,PayPal
15950,15950,9/18/2024,182.64,Credit Card
15951,15951,5/28/2024,4302,Bank Transfer
15952,15952,12/2/2024,194.4,Bank Transfer
15953,15953,5/9/2024,3690.6,Bank Transfer
15954,15954,7/28/2024,634.24,Bank Transfer
15955,15955,9/21/2024,888.54,PayPal
15956,15956,4/4/2024,1031.1,PayPal
15957,15957,2/28/2023,292.44,Credit Card
15958,15958,10/11/2024,931.15,Credit Card
15959,15959,2/15/2024,2395.25,Credit Card
15960,15960,12/3/2024,122.71,Bank Transfer
15961,15961,12/15/2023,2239.26,PayPal
15962,15962,10/24/2023,1273.26,Credit Card
15963,15963,1/29/2024,1389.05,Bank Transfer
15964,15964,11/1/2024,541.59,PayPal
15965,15965,11/17/2024,314.32,Bank Transfer
15966,15966,12/27/2023,1138.86,Credit Card
15967,15967,8/5/2024,832.82,Credit Card
15968,15968,11/30/2024,1338.3,PayPal
15969,15969,3/30/2024,710.64,Bank Transfer
15970,15970,8/19/2024,2133.84,Credit Card
15971,15971,12/1/2024,167.59,PayPal
15972,15972,10/26/2023,249.42,PayPal
15973,15973,10/15/2024,1907.22,Credit Card
15974,15974,4/17/2024,800.19,PayPal
15975,15975,10/16/2024,1173.13,Bank Transfer
15976,15976,5/18/2024,1011.24,Credit Card
15977,15977,11/30/2024,3466.82,Credit Card
15978,15978,11/23/2024,200.2,Bank Transfer
15979,15979,5/22/2024,467.61,PayPal
15980,15980,8/23/2024,3280.86,Bank Transfer
15981,15981,11/16/2024,805.65,Credit Card
15982,15982,6/8/2024,1639.35,PayPal
15983,15983,8/8/2024,270.16,Bank Transfer
15984,15984,9/18/2024,820.19,PayPal
15985,15985,1/7/2024,410.82,PayPal
15986,15986,12/29/2023,1403.28,Bank Transfer
15987,15987,11/12/2024,2902.48,PayPal
15988,15988,6/17/2024,1546.4,PayPal
15989,15989,3/20/2024,1643.13,Bank Transfer
15990,15990,10/16/2024,773.7,Credit Card
15991,15991,11/20/2024,1643.13,Bank Transfer
15992,15992,2/9/2024,1123.6,Credit Card
15993,15993,7/22/2024,2823.66,PayPal
15994,15994,5/3/2024,1374.24,Bank Transfer
15995,15995,5/4/2024,3790.26,Bank Transfer
15996,15996,8/7/2024,319.62,PayPal
15997,15997,8/1/2023,2902.48,Credit Card
15998,15998,11/10/2024,1695.05,PayPal
15999,15999,12/31/2023,1492.84,Bank Transfer
16000,16000,1/29/2024,1489.6,PayPal
16001,16001,7/15/2024,953.84,Bank Transfer
16002,16002,9/26/2024,3732.1,Bank Transfer
16003,16003,11/3/2024,317.25,Credit Card
16004,16004,7/18/2024,1123.6,Credit Card
16005,16005,2/12/2024,2602.8,PayPal
16006,16006,10/22/2024,259.8,PayPal
16007,16007,9/20/2024,300.54,Credit Card
16008,16008,6/18/2024,809.7,Credit Card
16009,16009,10/30/2023,985.77,PayPal
16010,16010,4/24/2024,3697.38,PayPal
16011,16011,4/1/2023,214.09,PayPal
16012,16012,11/20/2024,959.15,PayPal
16013,16013,9/24/2024,3724,Bank Transfer
16014,16014,7/14/2024,246.75,Bank Transfer
16015,16015,5/9/2024,809.1,PayPal
16016,16016,11/21/2024,951.36,Bank Transfer
16017,16017,7/20/2024,381.81,Credit Card
16018,16018,7/2/2024,1030.98,PayPal
16019,16019,9/21/2024,1030.98,Bank Transfer
16020,16020,11/26/2024,2400.57,Bank Transfer
16021,16021,9/25/2024,445.79,Bank Transfer
16022,16022,4/25/2024,856.36,Bank Transfer
16023,16023,8/23/2024,317.12,Credit Card
16024,16024,8/16/2024,2874.3,PayPal
16025,16025,9/28/2024,1356.04,Bank Transfer
16026,16026,9/12/2024,2368.8,Credit Card
16027,16027,7/21/2024,1030.98,PayPal
16028,16028,12/3/2024,481.68,Bank Transfer
16029,16029,11/16/2023,562.24,Bank Transfer
16030,16030,8/13/2024,670.36,Credit Card
16031,16031,12/6/2024,808.56,Bank Transfer
16032,16032,8/22/2024,744.92,PayPal
16033,16033,10/9/2023,1934.94,Bank Transfer
16034,16034,11/24/2024,139.26,PayPal
16035,16035,9/2/2023,161.46,Bank Transfer
16036,16036,12/5/2024,146.9,Bank Transfer
16037,16037,11/15/2024,927.99,PayPal
16038,16038,11/29/2024,2183.88,Credit Card
16039,16039,8/21/2024,2916.32,Credit Card
16040,16040,11/18/2024,2255.82,PayPal
16041,16041,3/15/2024,260.82,Credit Card
16042,16042,10/27/2024,3658,PayPal
16043,16043,11/8/2024,1898.1,PayPal
16044,16044,10/30/2024,1276.16,PayPal
16045,16045,10/26/2024,168,Credit Card
16046,16046,12/3/2024,1718.3,PayPal
16047,16047,9/12/2024,919.32,Credit Card
16048,16048,2/22/2024,814.38,Credit Card
16049,16049,7/16/2024,817.38,Credit Card
16050,16050,8/23/2024,168,Credit Card
16051,16051,8/29/2024,1918.3,Bank Transfer
16052,16052,10/15/2024,365.28,Credit Card
16053,16053,7/30/2024,1817.8,Credit Card
16054,16054,6/1/2024,612.88,Bank Transfer
16055,16055,9/17/2023,2151,Bank Transfer
16056,16056,6/1/2024,2304.3,Bank Transfer
16057,16057,8/25/2024,2369.44,PayPal
16058,16058,3/17/2023,1366.23,PayPal
16059,16059,6/23/2023,912.87,Credit Card
16060,16060,10/21/2024,237.72,Credit Card
16061,16061,2/8/2024,636.35,PayPal
16062,16062,11/2/2024,232.11,Bank Transfer
16063,16063,11/29/2024,1686.72,Bank Transfer
16064,16064,7/6/2024,344.16,Bank Transfer
16065,16065,11/22/2024,3273.27,Bank Transfer
16066,16066,12/5/2024,277.34,Credit Card
16067,16067,10/19/2024,322.49,Credit Card
16068,16068,6/30/2023,86.6,Bank Transfer
16069,16069,8/20/2024,3645.4,Credit Card
16070,16070,7/20/2023,1754.3,PayPal
16071,16071,1/12/2024,2373.07,Bank Transfer
16072,16072,11/4/2024,744.8,Bank Transfer
16073,16073,10/3/2024,343.66,Credit Card
16074,16074,10/5/2024,3187.87,PayPal
16075,16075,3/28/2024,296.18,PayPal
16076,16076,8/17/2023,2462.22,PayPal
16077,16077,3/4/2024,260.82,PayPal
16078,16078,6/26/2024,327.87,Bank Transfer
16079,16079,5/26/2024,3072.4,Bank Transfer
16080,16080,5/23/2024,162,Credit Card
16081,16081,8/1/2024,1735.2,Credit Card
16082,16082,6/22/2024,1017.03,Bank Transfer
16083,16083,11/3/2023,1777.08,Bank Transfer
16084,16084,9/2/2024,1389.05,Credit Card
16085,16085,5/6/2024,2757.96,Bank Transfer
16086,16086,8/28/2023,1612.8,PayPal
16087,16087,1/31/2024,224.72,PayPal
16088,16088,11/16/2023,292.44,Bank Transfer
16089,16089,10/25/2024,109.53,Bank Transfer
16090,16090,11/17/2024,1054.53,PayPal
16091,16091,8/24/2024,1052.46,Bank Transfer
16092,16092,9/14/2024,273.96,PayPal
16093,16093,7/27/2024,544.92,PayPal
16094,16094,11/20/2023,885.16,Bank Transfer
16095,16095,11/21/2024,479.05,Bank Transfer
16096,16096,5/5/2024,2131.92,PayPal
16097,16097,11/17/2024,289.2,Bank Transfer
16098,16098,2/8/2024,400.4,Bank Transfer
16099,16099,8/27/2024,277.81,PayPal
