order_id,customer_id,product_id,order_date,quantity,total_amount
17255,1323,64,7/26/2023,2,309.28
17256,472,63,6/20/2024,6,2176.86
17257,283,78,12/20/2023,8,1460.56
17258,1024,56,8/23/2023,1,163.33
17259,385,54,1/18/2024,10,1669.1
17260,91,7,2/24/2024,10,2368.8
17261,433,42,7/17/2023,6,763.62
17262,619,33,12/20/2023,3,341.37
17263,892,65,5/13/2023,2,212.26
17264,191,43,12/9/2022,1,167.59
17265,696,49,8/23/2023,5,2212.9
17266,787,20,4/16/2024,7,246.75
17267,1340,41,12/24/2023,1,204.35
17268,369,61,7/21/2023,6,1686.72
17269,872,45,11/3/2023,10,2384.6
17270,309,2,5/31/2024,9,2462.22
17271,584,35,2/26/2024,10,3733.2
17272,638,22,8/28/2023,10,3064.4
17273,793,23,2/17/2023,3,88.14
17274,1383,40,1/5/2023,7,2483.95
17275,1682,52,1/22/2023,2,727.96
17276,985,34,2/16/2024,2,206.22
17277,72,97,8/27/2024,1,39.62
17278,535,8,10/30/2023,5,191.2
17279,1964,50,1/7/2023,5,1191.7
17280,1956,76,6/7/2024,8,1886.48
17281,864,34,3/18/2023,7,721.77
17282,368,85,6/5/2024,2,533.46
17283,335,96,3/6/2024,5,1167.2
17284,816,89,9/15/2023,10,337.7
17285,1398,65,7/10/2023,5,530.65
17286,1060,54,4/17/2023,4,667.64
17287,1709,97,9/7/2023,5,198.1
17288,218,15,12/11/2023,1,48.74
17289,953,100,5/12/2024,6,2743.5
17290,1652,94,10/12/2024,1,84
17291,170,98,10/3/2024,2,644.98
17292,710,63,8/3/2023,4,1451.24
17293,1406,44,5/17/2023,7,1040.9
17294,1501,34,11/8/2024,9,927.99
17295,208,14,4/7/2023,2,343.66
17296,1344,95,1/12/2024,10,1171.7
17297,1767,67,9/26/2023,5,1446
17298,829,21,8/23/2023,6,1168.86
17299,1646,64,1/22/2024,8,1237.12
17300,1653,100,8/17/2023,6,2743.5
17301,26,64,4/2/2024,5,773.2
17302,330,14,2/12/2024,6,1030.98
17303,654,15,4/12/2024,3,146.22
17304,264,39,7/3/2023,4,1403.44
17305,1177,72,6/23/2023,6,2304.3
17306,1039,72,11/2/2023,6,2304.3
17307,787,13,3/17/2023,9,1214.55
17308,1406,49,3/31/2024,10,4425.8
17309,932,8,6/5/2024,8,305.92
17310,24,48,7/5/2024,3,558.69
17311,996,72,5/29/2023,10,3840.5
17312,1340,3,8/17/2024,6,768.42
17313,1966,10,4/24/2023,6,1284.54
17314,1373,73,12/28/2023,1,249.42
17315,823,64,2/27/2024,6,927.84
17316,866,86,3/12/2024,6,2526.84
17317,1580,43,5/8/2023,3,502.77
17318,112,46,1/7/2023,5,1639.35
17319,621,63,4/5/2023,2,725.62
17320,871,6,5/1/2023,2,161.46
17321,530,72,11/22/2024,1,384.05
17322,1520,22,4/21/2024,9,2757.96
17323,1299,52,1/1/2023,8,2911.84
17324,238,63,10/29/2023,2,725.62
17325,1237,95,1/11/2024,6,703.02
17326,1653,71,4/22/2024,5,877.05
17327,1644,49,8/28/2023,1,442.58
17328,1861,42,12/11/2023,10,1272.7
17329,923,6,10/30/2024,10,807.3
17330,1029,34,8/7/2024,3,309.33
17331,764,35,10/3/2023,3,1119.96
17332,1600,94,11/25/2023,10,840
17333,970,38,7/19/2023,4,1832.32
17334,1459,12,1/17/2024,5,1001.65
17335,687,39,3/25/2024,7,2456.02
17336,1729,36,8/12/2024,7,2631.79
17337,1096,96,1/14/2024,3,700.32
17338,1991,18,11/2/2023,10,2724.6
17339,748,80,7/25/2023,8,2222.48
17340,229,34,9/4/2024,3,309.33
17341,1609,99,12/15/2023,6,2805.66
17342,367,19,11/5/2023,5,2082.05
17343,869,96,11/23/2023,9,2100.96
17344,1089,52,12/26/2023,4,1455.92
17345,1556,64,4/22/2023,6,927.84
17346,786,81,3/16/2023,5,500.9
17347,1783,3,11/26/2024,6,768.42
17348,1382,68,2/13/2024,10,1304.1
17349,164,69,7/20/2024,10,2798.1
17350,308,8,12/11/2023,6,229.44
17351,15,90,3/24/2023,8,105.04
17352,691,45,7/1/2024,3,715.38
17353,1942,6,1/23/2023,7,565.11
17354,1914,9,6/28/2023,4,848.84
17355,1450,43,9/22/2024,5,837.95
17356,1209,16,10/16/2023,9,2073.6
17357,529,30,6/29/2023,6,2726.7
17358,405,57,12/30/2022,6,194.4
17359,1055,86,12/31/2022,1,421.14
17360,1665,66,3/6/2023,1,122.71
17361,1259,85,9/9/2024,3,800.19
17362,1491,54,6/12/2024,4,667.64
17363,1787,99,9/25/2023,1,467.61
17364,932,23,4/19/2023,10,293.8
17365,891,53,10/6/2023,8,3065.6
17366,100,66,9/5/2024,3,368.13
17367,952,33,1/19/2023,10,1137.9
17368,577,80,6/2/2024,7,1944.67
17369,82,57,9/2/2023,8,259.2
17370,249,6,6/10/2023,9,726.57
17371,1778,38,4/22/2024,3,1374.24
17372,1003,19,5/27/2024,9,3747.69
17373,943,33,9/2/2024,7,796.53
17374,752,9,5/18/2023,7,1485.47
17375,103,53,8/29/2024,2,766.4
17376,1822,93,3/1/2024,10,433
17377,1228,73,1/5/2023,9,2244.78
17378,1406,86,5/11/2023,3,1263.42
17379,757,65,5/12/2024,9,955.17
17380,517,15,4/9/2023,6,292.44
17381,872,38,12/13/2022,10,4580.8
17382,692,20,10/14/2023,1,35.25
17383,1383,1,10/6/2024,5,500.5
17384,607,57,1/7/2024,1,32.4
17385,1571,49,2/27/2023,7,3098.06
17386,1678,85,5/19/2024,3,800.19
17387,49,69,7/12/2023,1,279.81
17388,1112,11,3/31/2024,10,2697
17389,548,57,9/9/2024,5,162
17390,367,84,7/10/2023,4,1916.2
17391,601,2,5/19/2023,5,1367.9
17392,731,6,12/24/2023,2,161.46
17393,855,55,2/28/2023,1,109.53
17394,36,69,4/1/2023,3,839.43
17395,915,10,1/11/2024,4,856.36
17396,665,34,10/3/2023,1,103.11
17397,610,29,9/18/2024,2,224.72
17398,1303,55,8/15/2023,4,438.12
17399,73,47,9/14/2024,1,161.13
17400,1221,74,6/25/2024,2,729.08
17401,229,61,2/24/2023,2,562.24
17402,732,20,1/13/2024,4,141
17403,1499,86,9/28/2023,3,1263.42
17404,75,29,7/20/2023,7,786.52
17405,1089,77,8/27/2023,4,1476.24
17406,1513,96,3/31/2024,4,933.76
17407,812,84,5/19/2023,10,4790.5
17408,510,60,7/24/2024,9,161.55
17409,359,51,12/25/2022,9,3630.42
17410,173,53,11/25/2024,7,2682.4
17411,1096,95,3/9/2024,9,1054.53
17412,194,14,8/8/2023,5,859.15
17413,259,88,12/5/2023,10,4108.2
17414,1489,7,3/25/2023,7,1658.16
17415,297,41,11/17/2024,7,1430.45
17416,1297,33,7/8/2023,7,796.53
17417,1011,16,1/15/2023,9,2073.6
17418,883,59,8/21/2023,7,2612.47
17419,1829,11,3/26/2023,8,2157.6
17420,563,42,2/21/2024,4,509.08
17421,708,5,11/30/2023,5,2151
17422,1991,4,7/9/2024,9,1083.78
17423,939,64,3/19/2023,2,309.28
17424,1412,56,6/26/2024,6,979.98
17425,1265,2,2/1/2024,4,1094.32
17426,500,11,7/12/2023,10,2697
17427,1882,89,11/8/2023,2,67.54
17428,1691,59,3/11/2024,3,1119.63
17429,1851,45,4/2/2023,3,715.38
17430,1710,97,1/17/2024,2,79.24
17431,1910,15,4/22/2024,10,487.4
17432,1501,91,6/21/2024,1,77.37
17433,1681,96,12/13/2023,5,1167.2
17434,1073,69,10/7/2023,4,1119.24
17435,1166,1,6/14/2024,7,700.7
17436,939,1,3/17/2024,1,100.1
17437,84,58,12/3/2024,6,2600.4
17438,157,61,9/27/2024,7,1967.84
17439,669,71,7/24/2023,10,1754.1
17440,764,33,10/2/2023,1,113.79
17441,79,23,9/18/2023,5,146.9
17442,301,65,1/17/2023,4,424.52
17443,1248,37,2/12/2024,7,2657.34
17444,1483,48,9/14/2023,5,931.15
17445,1307,47,12/1/2023,5,805.65
17446,1664,59,5/29/2023,5,1866.05
17447,1807,56,12/3/2023,7,1143.31
17448,208,14,5/18/2024,10,1718.3
17449,783,68,12/23/2023,5,652.05
17450,1050,81,4/22/2024,5,500.9
17451,1486,55,4/10/2024,3,328.59
17452,162,62,4/15/2023,2,592.36
17453,692,62,4/13/2023,2,592.36
17454,1900,6,10/23/2023,1,80.73
17455,1305,56,7/2/2023,7,1143.31
17456,1535,55,4/17/2023,8,876.24
17457,619,63,1/25/2023,1,362.81
17458,866,17,5/22/2023,10,1918.3
17459,821,89,2/8/2023,10,337.7
17460,46,12,1/27/2024,1,200.33
17461,377,78,12/5/2024,6,1095.42
17462,1947,93,6/19/2024,4,173.2
17463,1530,21,3/31/2024,1,194.81
17464,527,23,4/10/2024,4,117.52
17465,1478,71,10/26/2024,3,526.23
17466,1338,98,1/26/2023,7,2257.43
17467,1522,30,10/27/2024,2,908.9
17468,1809,39,11/5/2024,6,2105.16
17469,163,76,6/20/2024,2,471.62
17470,1714,16,6/12/2023,9,2073.6
17471,1869,34,6/24/2024,8,824.88
17472,888,27,4/9/2023,2,678.02
17473,1977,2,2/15/2024,1,273.58
17474,239,82,4/15/2024,5,2228.95
17475,1626,76,2/1/2023,1,235.81
17476,393,20,9/10/2024,5,176.25
17477,1170,15,2/21/2024,5,243.7
17478,535,47,1/6/2023,7,1127.91
17479,621,21,6/1/2024,5,974.05
17480,1261,58,11/28/2024,7,3033.8
17481,1053,23,6/4/2023,4,117.52
17482,1105,96,6/9/2023,9,2100.96
17483,1750,47,1/30/2024,10,1611.3
17484,1626,80,1/30/2023,9,2500.29
17485,500,63,5/21/2024,10,3628.1
17486,1422,69,10/25/2023,3,839.43
17487,1637,29,10/8/2024,3,337.08
17488,101,26,12/28/2023,9,2681.28
17489,767,55,8/11/2023,5,547.65
17490,1175,60,3/29/2023,1,17.95
17491,969,36,7/12/2023,2,751.94
17492,441,89,11/29/2023,5,168.85
17493,1558,7,1/28/2023,5,1184.4
17494,1916,68,10/22/2023,10,1304.1
17495,895,87,3/9/2024,8,371.36
17496,563,74,12/24/2022,10,3645.4
17497,1530,14,3/13/2024,1,171.83
17498,1411,22,5/6/2024,6,1838.64
17499,1594,88,4/5/2024,8,3286.56
17500,381,99,9/9/2024,4,1870.44
17501,567,6,7/9/2024,6,484.38
17502,1028,45,4/30/2023,9,2146.14
17503,1376,76,2/10/2023,1,235.81
17504,94,75,4/11/2024,6,2234.4
17505,1239,35,6/16/2023,5,1866.6
17506,817,37,10/21/2023,2,759.24
17507,1864,89,7/10/2023,7,236.39
17508,372,60,1/16/2023,4,71.8
17509,1389,81,4/2/2024,2,200.36
17510,584,99,1/10/2023,9,4208.49
17511,559,51,2/11/2023,10,4033.8
17512,11,76,4/16/2024,3,707.43
17513,834,95,5/30/2023,8,937.36
17514,425,69,7/27/2023,6,1678.86
17515,39,70,12/20/2023,1,472.3
17516,1602,4,4/6/2023,1,120.42
17517,849,12,4/17/2024,7,1402.31
17518,1346,23,5/26/2023,10,293.8
17519,266,86,7/20/2024,3,1263.42
17520,563,100,4/3/2023,2,914.5
17521,547,22,4/1/2023,6,1838.64
17522,948,44,3/7/2023,4,594.8
17523,1227,97,7/5/2024,10,396.2
17524,1619,52,9/25/2024,1,363.98
17525,1999,17,5/23/2024,1,191.83
17526,1301,8,3/25/2024,6,229.44
17527,652,69,12/17/2022,1,279.81
17528,199,28,1/25/2024,7,814.38
17529,454,54,2/15/2023,8,1335.28
17530,461,13,4/30/2023,5,674.75
17531,38,96,1/20/2024,9,2100.96
17532,1453,2,6/18/2023,2,547.16
17533,665,72,2/8/2023,8,3072.4
17534,453,70,10/15/2024,10,4723
17535,131,5,3/15/2024,9,3871.8
17536,1253,20,1/7/2024,10,352.5
17537,590,46,5/27/2023,1,327.87
17538,1492,63,10/8/2024,4,1451.24
17539,1459,85,5/20/2023,4,1066.92
17540,1248,5,12/3/2024,1,430.2
17541,1694,9,6/23/2023,4,848.84
17542,944,52,7/19/2024,10,3639.8
17543,1205,84,8/24/2024,4,1916.2
17544,862,22,9/19/2023,8,2451.52
17545,1301,92,5/12/2023,6,1914.24
17546,1220,7,5/11/2024,9,2131.92
17547,674,95,2/13/2024,2,234.34
17548,1109,84,3/18/2024,4,1916.2
17549,797,51,11/13/2023,1,403.38
17550,975,92,8/24/2023,2,638.08
17551,1905,31,11/1/2024,3,475.68
17552,1143,59,2/17/2024,2,746.42
17553,26,8,3/3/2023,8,305.92
17554,703,29,4/1/2024,1,112.36
17555,698,48,11/29/2024,10,1862.3
17556,655,44,11/23/2023,10,1487
17557,710,80,8/14/2024,5,1389.05
17558,1685,46,2/13/2024,5,1639.35
17559,911,80,2/27/2023,10,2778.1
17560,311,14,6/26/2023,6,1030.98
17561,947,41,7/14/2024,8,1634.8
17562,1750,16,4/21/2023,2,460.8
17563,1521,51,8/2/2024,9,3630.42
17564,1022,57,10/19/2023,2,64.8
17565,432,49,5/18/2024,4,1770.32
17566,1091,97,10/4/2024,5,198.1
17567,1429,10,10/21/2023,2,428.18
17568,349,56,9/25/2023,1,163.33
17569,1379,91,4/6/2023,3,232.11
17570,799,53,1/6/2024,10,3832
17571,524,20,6/11/2023,1,35.25
17572,826,74,8/13/2023,7,2551.78
17573,67,52,8/5/2023,2,727.96
17574,1354,45,11/16/2024,7,1669.22
17575,1746,70,7/9/2024,10,4723
17576,1171,51,6/12/2023,2,806.76
17577,1982,96,3/17/2023,9,2100.96
17578,161,25,10/2/2023,6,2425.68
17579,1294,50,10/29/2023,4,953.36
17580,997,7,9/3/2023,7,1658.16
17581,1150,17,9/4/2023,2,383.66
17582,708,100,10/6/2023,1,457.25
17583,171,47,4/6/2024,7,1127.91
17584,426,32,2/12/2023,8,3643.28
17585,1532,49,9/26/2024,1,442.58
17586,1085,66,9/26/2023,8,981.68
17587,757,63,11/18/2023,7,2539.67
17588,623,25,2/27/2023,10,4042.8
17589,598,19,5/7/2024,7,2914.87
17590,1538,8,3/3/2024,8,305.92
17591,646,80,7/2/2024,1,277.81
17592,925,19,2/10/2023,3,1249.23
17593,1382,23,5/15/2024,6,176.28
17594,958,42,6/30/2024,9,1145.43
17595,61,36,11/5/2023,10,3759.7
17596,320,47,8/5/2024,2,322.26
17597,1280,6,6/21/2024,3,242.19
17598,1198,71,7/27/2024,8,1403.28
17599,342,3,11/9/2024,2,256.14
17600,1279,50,9/26/2024,8,1906.72
17601,721,79,7/1/2024,8,628.64
17602,1157,35,7/22/2024,4,1493.28
17603,884,3,4/20/2024,3,384.21
17604,851,79,12/27/2022,7,550.06
17605,1567,57,11/16/2024,9,291.6
17606,48,72,6/11/2024,6,2304.3
17607,1539,60,1/16/2023,8,143.6
17608,1994,27,11/14/2024,9,3051.09
17609,582,84,3/16/2023,2,958.1
17610,1140,72,6/18/2023,1,384.05
17611,1524,64,11/25/2024,6,927.84
17612,1006,13,12/18/2022,3,404.85
17613,481,69,9/4/2024,9,2518.29
17614,769,26,11/30/2023,10,2979.2
17615,1887,82,4/15/2024,5,2228.95
17616,1101,37,8/24/2023,2,759.24
17617,270,16,9/8/2023,7,1612.8
17618,776,97,5/24/2024,9,356.58
17619,1244,8,11/11/2023,7,267.68
17620,1944,7,5/10/2024,4,947.52
17621,1741,82,9/27/2024,2,891.58
17622,253,1,10/9/2024,9,900.9
17623,199,56,11/2/2023,6,979.98
17624,811,50,10/13/2023,6,1430.04
17625,448,42,9/24/2024,3,381.81
17626,433,70,1/27/2024,6,2833.8
17627,227,38,6/29/2023,7,3206.56
17628,1169,66,9/11/2024,8,981.68
17629,593,37,11/12/2024,7,2657.34
17630,366,31,6/14/2023,8,1268.48
17631,1772,92,7/8/2024,9,2871.36
17632,326,97,6/3/2023,8,316.96
17633,1571,73,3/29/2024,10,2494.2
17634,1593,30,7/23/2023,1,454.45
17635,1505,4,6/20/2024,6,722.52
17636,822,97,12/14/2023,5,198.1
17637,1127,1,2/10/2023,2,200.2
17638,837,36,3/20/2023,2,751.94
17639,721,56,12/14/2022,7,1143.31
17640,1539,8,5/1/2023,7,267.68
17641,446,29,8/22/2024,10,1123.6
17642,857,90,9/6/2024,2,26.26
17643,1845,41,7/6/2024,2,408.7
17644,1228,84,3/13/2024,6,2874.3
17645,572,92,1/3/2024,4,1276.16
17646,655,54,8/11/2023,5,834.55
17647,1578,1,6/25/2023,1,100.1
17648,744,91,3/18/2023,6,464.22
17649,1291,69,2/7/2023,3,839.43
17650,217,78,5/3/2023,5,912.85
17651,1361,90,12/11/2023,3,39.39
17652,1812,81,5/5/2024,7,701.26
17653,1407,64,11/11/2024,10,1546.4
17654,1967,5,7/24/2023,10,4302
17655,1297,50,8/12/2024,7,1668.38
17656,1561,36,1/11/2024,10,3759.7
17657,1303,73,3/29/2024,7,1745.94
17658,651,88,5/27/2024,10,4108.2
17659,1029,32,1/25/2023,8,3643.28
17660,1097,61,9/28/2024,7,1967.84
17661,1091,48,10/8/2023,9,1676.07
17662,804,80,6/14/2023,7,1944.67
17663,462,1,8/23/2023,10,1001
17664,1760,37,3/14/2024,10,3796.2
17665,828,37,9/28/2024,1,379.62
17666,1014,60,3/6/2024,1,17.95
17667,1550,79,5/6/2024,8,628.64
17668,951,7,5/28/2023,9,2131.92
17669,587,82,1/21/2024,3,1337.37
17670,1692,41,7/22/2024,9,1839.15
17671,1894,96,4/28/2023,2,466.88
17672,921,71,6/2/2024,7,1227.87
17673,322,32,7/10/2023,1,455.41
17674,1893,8,11/4/2023,5,191.2
17675,1789,34,1/12/2024,2,206.22
17676,364,61,3/26/2023,4,1124.48
17677,820,2,6/13/2023,8,2188.64
17678,591,17,10/11/2024,10,1918.3
17679,7,63,3/5/2024,7,2539.67
17680,1091,84,2/21/2023,5,2395.25
17681,1700,68,10/22/2024,1,130.41
17682,685,74,7/30/2023,5,1822.7
17683,1563,4,12/26/2023,10,1204.2
17684,951,21,1/12/2023,8,1558.48
17685,1344,59,1/15/2024,1,373.21
17686,353,55,11/10/2024,4,438.12
17687,1400,34,5/27/2023,9,927.99
17688,1859,48,8/29/2023,4,744.92
17689,202,15,1/11/2023,5,243.7
17690,786,25,12/14/2023,2,808.56
17691,1189,1,2/1/2023,1,100.1
17692,1338,88,1/15/2023,4,1643.28
17693,857,99,9/19/2024,2,935.22
17694,1996,7,4/17/2024,2,473.76
17695,857,42,7/2/2024,2,254.54
17696,841,81,7/4/2023,6,601.08
17697,387,7,12/5/2023,6,1421.28
17698,1304,16,12/12/2023,8,1843.2
17699,60,80,2/27/2023,8,2222.48
17700,1268,70,12/4/2023,1,472.3
17701,460,42,8/10/2024,2,254.54
17702,284,63,2/6/2023,9,3265.29
17703,1249,43,11/12/2024,4,670.36
17704,1270,39,5/23/2023,1,350.86
17705,1031,62,6/1/2024,8,2369.44
17706,165,27,9/16/2023,9,3051.09
17707,1228,70,7/10/2024,5,2361.5
17708,1169,66,9/25/2023,10,1227.1
17709,1500,100,3/15/2024,1,457.25
17710,838,1,8/9/2023,9,900.9
17711,1937,70,3/9/2023,3,1416.9
17712,47,37,6/14/2024,5,1898.1
17713,666,24,10/12/2024,6,273.96
17714,1249,63,6/14/2023,7,2539.67
17715,512,40,12/15/2023,1,354.85
17716,341,4,8/20/2023,10,1204.2
17717,1166,49,8/20/2023,5,2212.9
17718,1282,21,11/26/2024,4,779.24
17719,967,66,6/4/2023,3,368.13
17720,1402,22,6/28/2024,1,306.44
17721,187,65,3/17/2024,2,212.26
17722,1950,42,11/20/2024,4,509.08
17723,759,1,3/16/2024,1,100.1
17724,47,57,12/29/2022,3,97.2
17725,1522,21,12/7/2023,3,584.43
17726,1232,45,2/25/2024,4,953.84
17727,1810,41,9/19/2024,10,2043.5
17728,1618,29,1/6/2024,4,449.44
17729,1340,24,9/10/2023,6,273.96
17730,798,2,8/12/2023,5,1367.9
17731,1131,48,4/23/2024,1,186.23
17732,1048,89,4/20/2023,4,135.08
17733,1769,18,3/16/2023,6,1634.76
17734,396,69,11/29/2023,8,2238.48
17735,1742,47,12/11/2023,2,322.26
17736,1871,10,3/20/2024,4,856.36
17737,331,41,5/21/2024,4,817.4
17738,938,48,6/5/2023,9,1676.07
17739,756,8,2/25/2023,5,191.2
17740,1481,15,12/31/2022,5,243.7
17741,1792,25,11/21/2024,8,3234.24
17742,491,43,5/7/2024,3,502.77
17743,359,21,8/4/2024,8,1558.48
17744,968,33,10/29/2023,9,1024.11
17745,1920,60,3/11/2023,2,35.9
17746,1460,11,12/10/2022,3,809.1
17747,1887,12,1/20/2023,2,400.66
17748,410,57,8/29/2023,10,324
17749,661,71,7/14/2023,7,1227.87
17750,272,66,4/16/2023,6,736.26
17751,601,61,12/10/2023,8,2248.96
17752,133,87,10/17/2023,4,185.68
17753,1832,98,4/8/2023,6,1934.94
17754,64,100,10/23/2023,2,914.5
17755,424,45,8/1/2023,6,1430.76
17756,1183,2,1/5/2024,5,1367.9
17757,945,93,9/26/2024,10,433
17758,941,47,11/27/2024,7,1127.91
17759,502,16,9/7/2023,1,230.4
17760,1401,27,11/5/2024,7,2373.07
17761,1236,80,6/27/2024,7,1944.67
17762,909,96,7/12/2024,1,233.44
17763,496,89,9/28/2024,8,270.16
17764,1632,16,5/20/2023,7,1612.8
17765,363,68,12/11/2023,7,912.87
17766,1993,82,1/17/2023,5,2228.95
17767,945,35,2/24/2023,8,2986.56
17768,1025,12,1/10/2023,2,400.66
17769,1314,66,9/22/2024,3,368.13
17770,228,4,7/15/2024,5,602.1
17771,1646,46,8/18/2024,4,1311.48
17772,1238,96,8/20/2024,5,1167.2
17773,1716,12,7/29/2024,7,1402.31
17774,679,38,3/20/2023,9,4122.72
17775,1787,14,2/10/2024,4,687.32
17776,1885,17,12/1/2024,5,959.15
17777,1862,3,4/20/2023,9,1152.63
17778,327,92,7/8/2024,6,1914.24
17779,502,1,8/1/2023,5,500.5
17780,947,64,8/31/2024,10,1546.4
17781,1479,34,4/24/2024,8,824.88
17782,1972,81,5/22/2024,6,601.08
17783,144,6,8/21/2023,2,161.46
17784,15,36,2/4/2024,6,2255.82
17785,1534,95,3/14/2024,8,937.36
17786,67,48,8/29/2023,10,1862.3
17787,1397,9,8/14/2023,9,1909.89
17788,1387,43,3/4/2023,1,167.59
17789,833,55,7/22/2023,1,109.53
17790,1776,75,6/24/2024,6,2234.4
17791,1065,78,6/3/2023,9,1643.13
17792,963,28,3/4/2024,4,465.36
17793,1766,28,1/8/2023,3,349.02
17794,790,99,2/10/2024,7,3273.27
17795,145,20,4/28/2023,10,352.5
17796,1604,61,3/25/2023,8,2248.96
17797,855,53,9/2/2023,4,1532.8
17798,1962,90,7/8/2024,7,91.91
17799,533,80,5/7/2023,1,277.81
17800,1810,19,8/20/2024,7,2914.87
17801,1467,100,3/16/2024,4,1829
17802,1101,49,4/24/2023,1,442.58
17803,248,72,1/4/2023,2,768.1
17804,1466,74,11/14/2023,8,2916.32
17805,1591,75,3/18/2024,10,3724
17806,1244,34,3/10/2024,9,927.99
17807,1326,58,2/17/2023,3,1300.2
17808,1094,29,2/14/2023,2,224.72
17809,1464,66,5/10/2024,1,122.71
17810,49,60,5/17/2023,10,179.5
17811,899,79,1/5/2023,6,471.48
17812,985,26,9/23/2023,10,2979.2
17813,1696,6,12/30/2023,3,242.19
17814,1487,73,12/3/2023,8,1995.36
17815,123,20,8/18/2024,9,317.25
17816,600,87,9/7/2024,4,185.68
17817,1663,48,3/13/2024,4,744.92
17818,816,23,12/11/2022,3,88.14
17819,1697,27,11/26/2023,9,3051.09
17820,1685,78,5/17/2023,6,1095.42
17821,1486,7,12/25/2023,10,2368.8
17822,1575,49,10/26/2024,7,3098.06
17823,82,7,5/7/2024,9,2131.92
17824,745,47,1/24/2023,4,644.52
17825,819,53,5/2/2023,5,1916
17826,1468,26,1/19/2024,6,1787.52
17827,1900,53,11/10/2024,2,766.4
17828,1048,6,12/24/2022,2,161.46
17829,1289,57,8/18/2024,7,226.8
17830,1331,11,2/4/2023,2,539.4
17831,902,20,8/14/2023,1,35.25
17832,878,39,2/10/2024,7,2456.02
17833,1613,16,4/18/2023,6,1382.4
17834,255,27,4/19/2023,2,678.02
17835,213,62,12/28/2022,6,1777.08
17836,299,27,10/4/2024,2,678.02
17837,1735,79,2/29/2024,4,314.32
17838,538,39,2/14/2023,9,3157.74
17839,1553,79,2/12/2024,3,235.74
17840,1691,12,12/14/2022,3,600.99
17841,1188,18,7/21/2023,3,817.38
17842,1544,83,12/23/2023,7,3466.82
17843,1622,41,8/11/2023,3,613.05
17844,229,69,6/17/2024,10,2798.1
17845,1479,9,7/8/2024,4,848.84
17846,347,73,5/25/2023,7,1745.94
17847,751,29,9/26/2024,6,674.16
17848,846,56,5/4/2024,9,1469.97
17849,1345,50,3/6/2023,9,2145.06
17850,696,75,1/23/2024,4,1489.6
17851,291,37,7/24/2024,5,1898.1
17852,1870,25,12/9/2023,10,4042.8
17853,498,56,7/24/2024,10,1633.3
17854,1630,39,2/28/2023,7,2456.02
17855,989,27,9/18/2024,1,339.01
17856,431,55,6/2/2024,6,657.18
17857,542,45,4/1/2023,3,715.38
17858,199,87,9/17/2023,1,46.42
17859,676,89,12/19/2023,5,168.85
17860,1315,25,4/30/2024,9,3638.52
17861,1421,11,9/19/2023,9,2427.3
17862,152,85,1/4/2023,3,800.19
17863,939,40,9/1/2024,6,2129.1
17864,1842,95,5/11/2024,3,351.51
17865,1453,41,1/8/2023,7,1430.45
17866,1007,89,6/8/2023,8,270.16
17867,1542,77,9/5/2023,10,3690.6
17868,502,36,11/16/2024,2,751.94
17869,1551,48,2/10/2024,4,744.92
17870,533,54,4/27/2024,9,1502.19
17871,702,71,10/28/2023,9,1578.69
17872,605,98,1/22/2023,6,1934.94
17873,1412,16,8/6/2024,2,460.8
17874,911,48,9/13/2023,6,1117.38
17875,678,5,8/22/2023,9,3871.8
17876,1613,97,7/24/2023,7,277.34
17877,923,70,10/18/2024,10,4723
17878,1433,75,4/14/2023,5,1862
17879,529,41,4/27/2023,1,204.35
17880,1164,14,5/27/2024,10,1718.3
17881,564,38,7/7/2023,5,2290.4
17882,1218,49,12/29/2023,9,3983.22
17883,74,90,4/4/2023,8,105.04
17884,1560,30,4/14/2024,2,908.9
17885,287,84,2/13/2023,9,4311.45
17886,304,14,6/6/2024,9,1546.47
17887,1069,69,10/19/2024,3,839.43
17888,591,58,9/8/2024,10,4334
17889,54,80,2/26/2024,10,2778.1
17890,453,71,1/15/2023,2,350.82
17891,1803,75,8/28/2023,8,2979.2
17892,760,62,9/6/2023,9,2665.62
17893,1155,53,4/30/2023,1,383.2
17894,743,100,2/11/2023,8,3658
17895,1462,30,11/4/2023,7,3181.15
17896,597,31,12/22/2022,7,1109.92
17897,629,87,6/2/2024,2,92.84
17898,1935,98,5/21/2023,6,1934.94
17899,1467,6,1/7/2024,5,403.65
17900,325,17,2/28/2024,6,1150.98
17901,1163,26,2/15/2024,9,2681.28
17902,1299,2,7/31/2023,1,273.58
17903,625,36,10/5/2023,7,2631.79
17904,974,20,4/1/2024,2,70.5
17905,1461,27,2/10/2024,9,3051.09
17906,901,31,9/27/2024,8,1268.48
17907,1379,29,5/10/2024,1,112.36
17908,604,89,10/2/2023,1,33.77
17909,317,67,2/26/2024,2,578.4
17910,1524,68,5/23/2024,4,521.64
17911,1650,81,10/12/2023,7,701.26
17912,1424,98,4/27/2023,6,1934.94
17913,264,31,5/28/2024,2,317.12
17914,301,14,8/11/2024,3,515.49
17915,1245,85,2/7/2023,3,800.19
17916,599,73,5/30/2023,1,249.42
17917,1760,50,8/7/2023,2,476.68
17918,787,1,10/5/2024,7,700.7
17919,527,99,10/3/2024,4,1870.44
17920,1305,19,10/6/2023,6,2498.46
17921,467,42,2/27/2023,8,1018.16
17922,58,4,12/12/2023,7,842.94
17923,1743,79,1/31/2024,10,785.8
